 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73	Mean74	Mean75	Mean76	Mean77	Mean78	Mean79	Mean80	Mean81	Mean82	Mean83	Mean84	Mean85
471	583.941	519.062	382.870	767.414	512.874	525.485	607.934	499.007	539.818	542.459	573.218	453.472	575.148	439.403	724.777	482.508	720.359	697.927	590.458	511.170	699.650	713.481	699.500	556.836	720.398	646.673	667.904	612.591	628.399	427.713	836.256	971.699	2245.393	540.927	827.192	629.554	644.322	542.909	478.303	494.977	529.793	789.460	756.019	595.030	899.453	655.081	480.348	681.219	718.604	676.914	723.153	670.727	508.852	505.449	740.552	750.120	528.737	770.304	2592.316	481.009	1565.278	499.965	640.491	690.060	1462.857	652.739	877.826	977.194	1210.177	933.266	677.617	1867.891	284.174	375.506	341.367	488.527	451.502	739.291	593.427	603.734	463.202	578.355	801.746	721.583	590.341
472	525.826	508.553	406.387	739.524	537.170	509.448	497.005	503.490	532.255	527.659	670.641	436.370	603.724	415.714	678.543	473.804	739.956	793.246	591.402	613.564	779.191	762.377	637.889	644.957	663.531	643.801	631.124	618.971	708.237	459.520	829.250	957.664	2141.326	543.867	692.576	728.398	598.980	558.977	472.898	483.084	514.230	734.215	768.755	545.638	882.654	615.716	541.397	644.818	690.666	722.014	658.964	689.502	539.306	432.623	787.570	794.681	535.132	756.862	2450.656	497.117	1566.589	459.206	620.714	629.359	1395.041	630.070	739.030	942.711	1171.506	905.334	658.981	1878.111	302.798	346.178	370.619	453.530	527.372	693.199	616.924	632.440	400.669	580.465	843.044	777.122	525.452
473	620.970	528.753	405.306	796.145	520.566	566.040	595.677	461.045	485.111	525.798	494.139	449.052	603.578	419.420	671.820	501.602	763.069	769.708	495.436	555.049	755.008	787.013	677.758	644.220	659.743	603.660	647.249	642.317	646.981	472.529	844.576	997.401	2202.362	537.720	646.572	615.604	513.815	607.633	531.246	507.905	549.807	772.256	741.886	608.332	833.365	673.142	502.291	679.940	758.087	669.809	726.562	632.473	490.636	486.590	757.272	712.855	587.503	682.582	2394.863	518.150	1621.617	448.789	723.327	651.514	1515.082	637.179	805.060	954.959	1193.375	878.973	579.308	1903.161	332.983	386.919	367.137	454.646	491.761	745.727	558.711	583.032	421.757	650.837	855.910	692.291	492.196
474	515.266	481.890	349.818	834.224	423.637	542.652	605.841	491.583	486.271	493.348	589.085	377.031	590.561	471.715	646.889	517.227	762.253	772.890	548.544	543.242	762.168	690.326	640.362	591.370	717.488	548.395	650.222	610.257	580.418	512.245	870.665	970.647	2337.854	539.550	598.566	695.117	573.537	579.439	466.132	532.879	578.737	834.339	685.337	633.990	794.353	626.339	450.349	663.711	778.141	667.337	727.121	604.718	507.644	430.118	791.966	771.269	534.707	748.307	2258.843	520.327	1590.077	513.261	665.489	616.219	1437.476	648.874	757.548	986.499	1287.204	871.297	675.178	1905.120	328.756	378.239	357.012	484.483	506.966	732.432	607.645	536.552	404.267	621.893	927.964	726.764	545.825
475	563.779	545.398	378.782	788.640	442.175	559.179	531.783	546.168	510.280	556.590	509.345	419.034	617.227	449.784	629.933	493.855	743.825	756.301	583.613	558.323	718.185	733.751	675.775	633.542	654.205	618.875	649.898	592.582	604.176	482.190	888.990	979.742	2265.934	576.113	607.434	648.563	551.718	545.228	487.115	519.163	515.180	750.595	796.957	595.406	809.310	671.914	427.853	663.481	668.591	630.111	801.978	690.225	523.108	490.049	759.863	692.180	600.815	697.574	2463.942	485.593	1632.072	417.249	682.814	617.377	1297.279	659.923	915.007	839.516	1215.714	914.383	709.194	1968.474	305.002	354.405	374.353	503.029	489.059	675.278	573.179	597.552	513.161	594.642	906.973	836.150	519.203
476	582.651	526.016	397.799	791.600	481.566	571.415	616.196	484.329	536.811	490.166	517.345	438.456	603.140	399.772	645.277	530.792	684.121	717.442	546.803	530.715	759.330	826.484	633.452	588.025	665.709	596.508	731.548	582.287	576.638	471.526	864.476	1058.738	2294.270	520.878	679.403	656.161	615.193	533.414	498.031	487.167	492.874	793.408	852.943	560.792	800.252	616.104	455.560	659.722	727.844	638.271	753.984	678.138	589.067	467.194	848.908	743.244	570.493	738.837	2356.891	511.913	1683.328	425.746	692.792	635.942	1494.680	635.468	780.901	1042.469	1134.698	911.229	665.947	1923.568	332.778	372.763	370.826	549.803	427.382	738.859	563.951	658.092	445.064	601.719	854.831	822.261	525.731
477	527.190	451.477	409.404	813.661	532.279	498.141	542.021	479.810	557.904	461.678	543.971	430.245	626.370	462.485	654.451	540.871	655.597	790.131	607.422	544.409	732.634	801.813	644.597	579.632	618.439	566.231	674.169	601.384	571.966	459.673	790.401	1041.007	2062.080	487.751	688.550	682.340	573.375	607.811	464.131	580.251	575.658	774.858	804.511	622.878	817.354	618.998	460.634	674.003	662.096	644.064	748.811	591.005	513.853	508.877	714.911	749.840	526.693	730.678	2518.782	500.019	1496.955	412.585	642.983	623.005	1313.493	620.153	751.846	910.333	1230.937	933.551	615.944	1864.730	304.215	370.779	386.750	438.856	538.606	757.070	558.666	587.850	465.720	512.820	895.626	727.449	538.163
478	676.438	512.004	402.111	758.909	539.296	590.205	602.447	485.957	531.737	462.565	560.820	418.911	639.833	421.399	627.640	513.453	739.407	755.520	572.842	553.061	729.870	677.250	655.931	610.844	691.230	559.095	698.113	596.998	586.440	484.735	851.960	1039.978	2063.851	513.069	668.937	731.231	542.630	533.414	528.288	494.366	600.073	755.118	771.603	615.186	852.277	615.320	523.754	596.242	683.928	740.302	747.030	673.987	521.453	411.977	762.611	708.627	540.324	772.949	2438.040	557.859	1650.193	468.629	619.203	611.474	1520.054	651.368	822.041	972.298	1204.140	857.826	720.847	1938.180	310.830	368.032	375.985	469.865	511.336	669.340	574.964	612.069	427.257	527.334	1014.167	763.162	529.985
479	592.280	539.659	418.323	719.283	489.764	515.129	519.018	483.493	508.780	509.425	564.291	410.950	628.310	443.150	732.441	475.974	713.336	750.024	578.815	543.029	759.361	738.087	703.846	581.727	696.058	574.950	652.663	606.444	544.268	540.229	891.441	966.329	2369.054	531.185	662.874	719.580	539.200	574.716	425.803	574.780	524.203	909.481	683.399	672.896	860.836	689.264	462.694	665.214	809.348	683.696	754.384	685.310	515.159	499.306	815.407	756.124	598.662	780.284	2375.283	606.800	1466.783	439.683	623.028	597.217	1382.003	718.330	702.333	879.229	1227.684	950.691	760.611	1966.192	314.198	384.160	372.642	458.917	497.407	675.293	599.350	633.020	466.982	698.645	810.533	732.071	537.788
480	612.887	530.365	358.490	785.529	495.353	544.911	597.738	536.663	503.422	507.875	537.014	432.670	629.851	410.716	646.896	501.762	673.267	761.069	562.457	522.112	769.745	692.379	753.423	615.581	680.397	587.739	650.984	600.728	611.502	503.938	796.927	1034.518	2148.993	540.018	610.670	695.424	630.708	595.865	498.046	525.405	580.075	872.737	669.481	580.690	882.025	626.670	450.978	692.117	725.485	697.446	751.285	626.784	528.370	483.044	777.135	731.796	527.409	773.554	2303.171	549.423	1584.260	486.766	700.985	657.567	1364.503	651.037	777.300	1040.015	1274.010	872.064	724.078	2001.836	302.802	327.605	373.423	504.365	533.745	778.256	549.464	609.088	461.730	609.212	978.413	776.565	545.505
481	514.916	480.801	356.148	851.628	503.595	539.823	605.582	514.546	533.123	531.473	607.536	411.583	653.605	445.736	709.116	519.744	691.017	891.640	585.809	512.492	762.868	713.948	650.035	542.304	673.826	592.868	665.533	574.096	665.350	477.556	835.320	958.940	2267.603	517.303	583.368	664.424	521.522	587.840	472.802	502.099	550.137	829.813	833.766	570.270	855.665	617.513	464.977	777.880	652.073	665.115	762.427	719.002	524.494	482.905	714.048	760.472	569.538	762.464	2415.404	542.343	1612.167	414.078	731.394	560.060	1514.609	626.419	868.899	990.119	1213.756	936.092	685.756	1990.760	313.076	350.476	349.776	472.418	563.006	742.506	573.513	667.235	460.607	553.972	917.708	739.122	526.942
482	577.363	456.312	450.455	822.436	539.206	513.448	617.749	504.414	530.755	495.106	604.525	425.395	637.573	410.113	719.076	467.090	862.021	754.558	586.714	621.452	694.865	690.818	679.587	522.304	706.814	659.585	657.068	600.951	571.022	502.934	929.096	995.210	2166.847	512.598	644.456	684.711	564.127	569.297	437.985	514.950	602.238	981.958	694.802	577.118	832.631	612.801	435.308	626.433	722.406	603.160	703.353	671.737	489.467	502.623	701.760	778.406	520.573	778.249	2528.278	585.205	1628.051	457.627	658.461	626.569	1513.721	700.531	877.514	919.121	1254.131	899.008	578.650	2013.497	305.656	377.822	389.956	498.589	490.394	651.182	543.062	588.217	426.251	582.799	806.079	728.610	542.822
483	588.287	490.129	410.266	771.691	474.880	541.293	631.053	544.060	495.503	480.990	566.217	449.737	619.130	410.011	713.107	500.083	778.203	838.485	587.060	583.378	683.725	724.951	609.025	598.791	674.988	600.917	699.050	520.661	530.882	515.478	944.094	1000.352	2124.365	540.001	694.126	751.716	543.935	520.460	496.814	502.236	556.236	753.948	798.212	609.556	843.356	698.127	491.230	709.107	719.115	610.879	777.630	659.844	530.697	476.794	790.023	791.952	529.164	765.901	2453.388	533.379	1529.406	439.433	631.108	567.747	1352.813	673.683	754.706	985.454	1193.858	910.775	642.983	1999.153	294.030	363.287	364.518	500.467	499.541	786.335	594.352	607.473	472.992	618.851	802.139	710.779	581.095
484	632.500	534.887	433.604	737.351	499.063	621.602	516.783	504.035	500.799	456.891	595.147	473.648	637.550	429.963	661.424	483.929	691.937	678.501	593.360	570.470	675.936	817.324	645.482	514.973	629.474	625.811	654.408	595.670	598.655	493.929	821.607	963.709	2069.407	496.124	737.836	651.179	519.743	520.660	517.375	495.898	541.190	730.388	775.649	652.746	854.466	677.533	468.872	637.271	743.198	591.563	762.164	672.869	505.327	485.891	771.828	697.743	587.944	733.721	2443.541	536.287	1568.344	471.664	597.234	566.036	1405.963	687.123	817.151	969.447	1249.928	856.623	555.597	1978.919	329.378	374.593	327.073	497.095	510.459	749.430	553.999	604.102	420.358	542.890	815.546	772.254	559.925
485	592.637	479.310	392.044	793.893	501.212	526.320	568.196	499.583	525.812	487.129	575.620	399.200	590.332	443.962	593.764	492.255	714.747	730.324	560.077	547.271	811.330	688.643	688.187	558.743	741.985	637.900	649.362	594.207	623.249	467.394	785.566	941.430	2139.922	510.295	592.434	711.371	525.725	528.663	490.866	542.040	531.969	745.689	748.351	627.260	860.004	723.284	480.995	579.190	739.421	668.996	841.729	659.315	539.895	465.866	733.085	737.793	516.103	817.115	2515.256	538.116	1521.108	426.777	699.467	631.771	1296.888	607.339	824.511	1055.544	1159.171	831.805	685.072	1920.746	310.050	328.403	408.883	475.488	489.088	759.985	518.398	570.937	422.401	599.350	917.074	718.142	534.140
486	548.581	494.477	387.877	760.165	531.957	542.816	527.082	482.599	517.305	498.037	622.826	431.627	660.611	419.890	608.548	500.778	716.445	752.858	620.677	561.536	726.659	746.598	643.642	615.415	748.464	535.416	677.797	615.832	507.592	498.744	880.948	956.125	2308.346	513.513	575.808	682.337	519.857	522.263	502.290	527.454	524.424	824.187	746.535	560.906	808.926	559.946	522.992	648.268	757.966	632.865	758.279	655.817	505.842	496.088	760.444	738.199	580.305	779.889	2371.800	521.479	1616.502	490.298	629.729	608.879	1529.116	732.606	784.468	943.927	1127.742	979.818	569.575	1997.034	321.276	396.304	364.209	489.029	482.036	805.517	610.545	620.681	431.697	605.479	880.076	705.734	588.931
487	608.416	503.126	430.715	811.464	510.031	606.873	562.233	485.057	475.404	459.680	566.881	424.686	575.696	444.714	681.825	530.769	691.549	738.262	536.995	555.164	746.414	666.648	693.872	633.910	690.044	598.429	658.286	595.751	624.022	465.269	824.366	978.302	2176.021	542.696	647.921	674.766	537.613	542.351	465.197	552.736	548.350	846.062	734.356	566.098	833.275	576.948	455.955	628.628	760.936	698.503	815.186	644.904	577.469	463.306	777.789	770.122	576.042	719.297	2342.558	521.397	1639.185	500.509	607.388	594.356	1328.667	633.941	818.158	978.786	1191.664	906.865	732.758	1921.395	292.498	346.860	355.393	459.331	489.793	771.812	569.498	549.555	437.375	630.266	951.740	757.771	530.888
488	642.911	434.189	428.178	754.051	487.204	497.043	583.124	493.201	560.211	525.431	527.185	441.572	652.555	438.935	652.376	463.411	650.948	756.445	571.337	510.987	669.586	746.043	665.517	592.250	676.682	686.888	661.393	587.397	526.628	524.151	835.732	909.088	2234.772	568.295	538.170	666.239	517.067	555.488	506.931	523.839	552.913	852.699	819.207	616.998	852.737	677.312	479.155	699.203	724.867	673.936	640.833	585.978	533.697	508.183	717.327	713.775	536.026	782.414	2392.028	565.301	1670.168	471.770	611.994	568.381	1501.599	690.882	871.080	914.825	1227.659	1035.348	646.094	2000.452	342.913	362.690	378.518	431.788	522.487	796.444	542.385	560.322	433.054	546.000	975.587	767.736	545.490
489	633.764	498.908	382.445	755.366	529.166	648.697	581.442	492.322	528.229	491.318	509.073	383.642	592.342	411.790	625.049	501.807	801.086	773.249	606.084	564.401	729.469	693.288	603.184	600.218	715.225	651.462	630.278	567.690	670.891	468.094	889.175	1073.019	2091.774	519.588	656.997	681.621	547.062	517.928	507.336	515.857	540.565	816.474	793.856	560.964	865.866	631.603	500.003	650.286	722.560	662.832	671.288	642.658	507.630	502.338	781.897	829.937	570.376	746.977	2356.016	502.612	1621.450	455.592	555.219	670.891	1365.796	641.774	773.151	935.717	1311.472	892.555	748.425	1984.955	326.007	385.002	417.904	489.591	498.089	742.694	527.989	577.134	442.163	610.240	893.984	736.158	561.307
490	507.846	515.732	383.348	748.777	462.877	567.530	588.659	474.402	552.136	508.499	587.527	423.619	608.467	399.773	667.761	480.444	865.386	775.477	605.190	518.353	762.821	725.979	679.888	573.745	733.097	619.189	649.112	565.401	554.411	534.419	788.302	925.270	2223.847	511.480	580.491	668.240	584.452	571.005	487.251	498.206	506.903	782.003	738.429	539.656	775.404	703.411	462.862	738.138	725.515	566.776	765.773	625.250	522.397	478.100	744.911	731.227	528.355	731.064	2348.456	543.142	1661.646	442.822	630.701	602.787	1526.714	614.446	754.103	1079.981	1178.497	964.289	673.783	2045.786	293.770	337.251	349.635	445.594	517.335	722.635	574.805	580.115	412.066	535.822	832.038	723.833	505.527
491	518.447	457.429	393.684	781.889	452.828	527.628	605.034	484.379	487.347	483.045	526.029	377.778	641.051	468.314	666.083	487.836	715.587	686.451	553.344	534.334	703.182	705.051	650.198	592.478	681.107	612.570	637.566	619.424	558.500	475.047	880.898	925.671	2054.621	522.854	683.884	691.714	485.915	569.046	478.654	514.555	512.797	916.000	733.679	542.766	831.578	725.079	457.586	654.459	748.434	603.817	717.132	555.185	498.754	502.132	706.192	743.164	514.855	759.685	2623.055	488.605	1537.164	419.588	575.026	634.748	1211.265	718.731	917.638	948.194	1234.731	982.643	607.397	1991.579	291.557	366.304	364.152	436.493	458.773	823.158	591.076	603.801	471.593	582.608	974.500	733.258	568.445
492	639.025	486.570	377.659	785.224	507.449	545.835	515.217	499.281	529.280	480.446	554.779	472.480	580.849	423.621	682.096	497.974	719.628	786.467	593.789	508.015	689.876	751.510	698.146	638.489	661.952	636.615	672.024	592.127	571.727	503.044	849.744	918.157	2262.146	500.192	650.821	647.909	522.315	568.797	465.864	541.247	520.304	892.979	709.231	564.446	829.746	572.318	456.626	704.365	683.271	615.004	678.630	654.997	460.321	483.102	726.119	764.485	461.794	777.622	2228.976	517.345	1667.206	503.944	581.985	636.214	1362.575	715.915	829.239	962.670	1286.059	942.658	668.753	1979.484	300.807	377.852	380.528	483.439	513.347	776.673	566.544	564.248	442.877	590.949	893.036	775.282	519.333
493	570.763	559.575	402.665	704.586	517.411	584.589	578.045	474.590	547.591	509.267	600.945	447.411	638.320	421.506	703.032	491.090	744.927	655.692	537.335	527.556	737.223	714.558	784.751	555.107	659.490	634.121	616.928	627.428	648.903	507.435	799.160	950.055	2023.391	533.517	717.572	708.903	558.132	549.942	442.588	556.248	527.696	816.211	728.421	602.848	835.914	594.961	496.179	608.826	747.652	575.649	656.145	655.834	570.222	456.794	792.098	782.510	512.690	757.577	2469.749	537.773	1637.089	448.475	629.069	593.294	1342.704	635.114	847.046	922.825	1269.561	975.721	737.061	2104.961	305.535	342.451	362.743	502.760	500.218	771.615	595.401	615.221	451.710	560.514	910.729	770.480	572.915
494	583.935	527.268	432.106	853.008	498.549	562.623	610.193	558.332	518.434	508.199	659.733	447.438	716.054	441.438	708.476	510.931	750.071	796.054	616.428	549.976	707.281	756.468	711.648	561.002	763.497	659.032	643.080	639.584	691.652	556.315	838.322	1024.412	2125.226	507.961	638.541	660.443	636.853	569.733	536.814	574.794	556.205	925.858	859.530	688.156	889.707	711.205	497.284	726.229	809.233	629.203	659.833	685.856	571.965	454.370	859.142	734.859	515.397	784.432	2494.768	624.525	1761.361	472.703	659.565	614.703	1456.405	650.483	767.839	1063.089	1319.065	1017.479	642.550	2084.516	324.857	364.425	347.180	492.948	493.047	787.344	627.531	617.915	451.160	577.122	1011.746	793.324	581.463
495	839.465	679.457	552.826	960.355	663.060	646.997	758.566	518.243	595.170	618.734	896.003	726.080	904.629	484.241	835.785	489.775	770.211	824.102	937.917	664.602	1162.055	977.638	846.950	790.191	738.291	818.146	723.287	756.859	576.295	645.929	1336.965	1247.052	2404.254	669.394	771.189	935.477	887.870	709.797	602.792	747.237	644.627	959.003	858.726	707.954	1394.615	1000.296	695.700	764.560	855.818	746.353	857.162	664.592	560.086	499.199	928.259	976.220	703.601	875.289	2635.286	619.031	1582.596	600.287	811.771	672.966	1938.105	910.989	871.041	1367.173	1334.271	1184.766	718.547	2223.884	353.670	468.619	423.513	600.685	626.444	765.436	720.408	754.892	525.539	729.463	923.710	862.515	569.786
496	802.943	737.064	670.013	1069.318	794.555	777.776	970.643	604.567	701.202	688.585	1410.835	720.558	1167.908	591.245	964.167	505.122	931.228	1026.048	1285.262	712.632	1246.648	1240.432	1233.680	1124.365	825.208	867.930	824.333	803.701	931.903	756.117	1627.453	1357.358	2510.650	755.972	728.236	1099.623	1091.678	853.954	587.419	792.836	699.377	1162.398	960.989	735.774	2003.231	1043.505	820.569	1191.888	856.705	780.384	830.118	844.569	625.432	609.370	919.240	1197.813	787.230	1023.758	2655.184	652.825	1641.546	673.948	951.167	680.854	2174.677	1095.874	1353.890	1501.620	1550.047	1354.766	930.989	2271.290	441.274	533.642	423.651	701.519	619.479	1081.487	888.539	758.221	509.959	780.781	1083.213	1103.491	663.742
497	1667.825	1315.609	1234.003	1497.722	1248.813	957.005	1334.757	865.255	1004.658	1284.161	2803.258	1345.352	2948.509	784.170	1204.342	657.895	892.981	1221.596	2285.248	1111.035	2893.015	2714.777	2451.144	1878.612	944.138	1195.920	1048.352	1434.526	1568.920	1481.612	2571.401	2177.522	3303.542	1085.204	1135.657	2717.896	2185.227	1153.461	716.488	1363.158	862.569	1781.509	1223.995	1282.246	3828.540	2124.950	1719.294	1380.614	1277.037	932.419	942.230	899.284	951.415	1107.345	1088.506	2084.747	1051.057	1455.394	3040.795	689.161	1707.099	1413.009	1362.587	678.366	4573.881	1721.127	1490.025	2975.663	2318.505	2286.971	1264.600	2780.600	771.730	637.364	567.839	1004.876	963.235	1648.673	1732.816	1018.531	571.477	1043.129	1476.817	1647.035	660.464
498	1813.699	1247.627	1187.586	1643.111	1393.538	1162.661	1550.024	1064.424	1148.665	1211.865	2930.206	1292.127	3394.733	954.079	1489.467	540.413	1047.094	1374.182	2586.572	1190.339	2842.091	2737.695	2403.606	2364.914	916.382	1272.661	1067.147	1495.159	1834.343	1577.964	2575.083	2280.229	3107.171	1189.251	1032.814	2618.425	2199.008	1254.675	844.593	1609.795	879.424	1719.592	1067.731	1316.578	4342.249	2159.472	1961.764	1468.075	1359.120	945.287	988.167	879.643	810.773	1049.859	1102.625	2316.274	1326.448	1551.908	2958.286	786.406	1709.991	1524.627	1421.262	738.359	4897.384	1826.643	1856.151	3000.127	2452.081	2401.814	1490.292	2813.934	782.785	689.771	614.492	994.832	1009.127	1633.284	2010.582	880.609	663.510	1152.542	1507.281	1701.675	711.107
499	1837.927	1070.076	1198.315	1559.190	1350.916	1071.816	1467.352	1002.976	1070.093	1209.942	2698.688	1219.320	3562.519	886.747	1550.532	617.442	978.230	1229.611	3020.581	1040.230	2948.606	2713.357	2629.635	2108.437	967.499	1109.346	990.267	1421.520	1742.015	1521.797	2558.983	2303.811	3235.829	1139.271	904.714	2498.882	2393.448	1243.991	908.032	1485.588	893.983	1437.948	1247.976	1133.220	4312.243	2011.591	2023.233	1522.248	1182.933	873.526	1009.868	960.924	866.537	1023.607	1133.048	2238.459	1178.453	1495.103	3024.064	723.015	1585.403	1322.382	1501.944	710.311	4939.758	1814.096	1851.615	2980.052	2281.928	2162.279	1278.300	2665.962	777.550	693.919	547.164	930.305	970.164	1784.124	1887.679	966.171	654.623	1021.315	1490.650	1756.080	739.520
500	1616.486	1056.575	1078.472	1478.100	1231.380	865.158	1460.283	964.872	1030.541	1154.462	2707.124	1055.486	3471.556	833.004	1348.118	567.255	1053.330	1219.561	2953.875	1008.526	2627.542	2497.469	2613.388	1815.489	940.601	1138.687	1043.770	1440.276	1627.614	1485.884	2352.304	2104.523	3134.296	1009.248	878.814	2591.002	1971.360	1225.184	785.725	1284.392	841.515	1419.651	1209.562	1105.444	4193.377	1737.417	2116.210	1437.696	1210.349	857.624	947.441	881.483	885.675	840.725	1033.387	2032.644	1097.655	1437.416	2974.963	700.797	1568.897	1401.770	1343.649	699.318	5201.483	1814.769	2003.076	2861.631	2298.630	2000.594	1358.183	2736.894	735.493	582.644	635.123	1011.436	866.801	1650.276	1764.441	865.097	559.730	996.107	1264.719	1641.801	723.761
501	1404.263	934.350	997.419	1272.748	1075.255	933.647	1264.421	777.128	917.344	1050.655	2768.122	988.084	3014.861	732.310	1215.971	561.859	947.797	1157.557	2927.468	944.925	2086.483	2037.017	2130.059	1531.733	912.032	1055.831	874.482	1186.417	1514.043	1231.561	1897.738	1831.477	2810.563	892.933	870.783	1989.900	1641.713	1053.442	737.495	1060.726	709.692	1190.779	1038.473	890.164	3673.753	1455.745	1508.677	1311.308	1158.998	783.010	859.463	895.035	800.443	861.630	1080.526	1857.456	1001.981	1340.024	2871.785	676.597	1610.273	1022.801	1242.004	720.416	4239.146	1699.756	1755.752	2504.745	1914.962	1804.570	1080.822	2656.981	683.687	548.905	576.855	884.212	821.742	1621.487	1421.828	821.536	584.780	1022.565	1285.342	1308.698	668.186
502	1322.218	945.365	913.573	1320.567	1030.239	770.761	1077.661	698.787	839.972	971.902	2683.954	996.388	2512.107	654.469	1069.185	614.854	918.449	1040.600	2533.979	915.932	2170.417	2035.284	2114.907	1473.788	836.019	963.923	886.866	1162.497	1154.541	1215.466	1814.530	1822.787	2835.143	882.348	849.248	2008.379	1523.307	975.461	649.112	1042.723	733.271	1284.896	1071.261	916.798	3403.296	1505.196	1615.277	1285.247	1022.121	721.550	963.452	771.589	779.188	823.107	1033.357	1772.076	931.209	1294.006	2798.460	669.807	1755.021	1021.425	1271.701	751.918	4052.837	1552.871	1737.803	2577.475	1960.034	1775.219	1137.447	2570.648	686.169	578.298	558.571	857.369	737.430	1217.353	1393.964	848.926	557.442	977.827	1413.385	1404.361	730.585
503	1239.521	744.143	729.714	1260.059	925.914	832.391	1090.984	685.452	713.686	846.521	2389.084	829.769	2311.110	620.820	1067.065	592.189	1031.576	1115.016	2510.012	797.444	1679.861	1648.763	1684.697	1209.478	795.476	931.316	813.588	974.032	1143.510	969.629	1465.177	1494.263	2577.021	833.881	779.233	1703.932	1442.678	866.618	662.624	931.784	709.576	975.021	848.068	969.070	2779.690	1384.894	1203.141	1145.330	941.781	758.170	865.345	715.299	642.617	647.678	1044.307	1494.525	809.895	1062.013	3008.108	624.244	1648.909	868.127	1324.768	727.133	3466.296	1473.477	1736.624	1912.747	1618.999	1530.205	1122.894	2448.497	609.656	445.830	472.385	731.705	712.711	1211.801	1073.827	766.753	554.278	1041.275	1290.896	1112.243	637.079
504	1157.428	755.766	755.205	1105.147	924.463	721.561	973.974	661.332	687.747	866.232	2502.320	811.414	2130.209	648.288	984.951	579.673	909.962	986.370	2152.774	819.962	1673.786	1693.139	1593.900	1144.565	779.423	825.716	829.758	878.316	955.664	1080.245	1377.522	1557.664	2557.566	720.567	811.349	1373.830	1198.692	801.432	598.205	987.896	690.400	1058.152	903.500	730.926	2940.690	1149.325	1178.357	1047.099	941.861	734.735	744.438	783.851	617.327	637.963	891.023	1379.559	858.624	1061.319	2904.017	707.030	1631.935	956.623	1421.842	700.378	3265.956	1246.997	1583.007	1942.207	1741.412	1529.623	813.364	2374.621	512.419	455.136	436.085	677.667	717.645	1075.184	1097.169	712.034	575.580	976.579	1297.964	1054.042	651.999
505	1075.183	708.504	711.885	1057.278	857.391	652.411	844.765	669.989	695.640	767.117	2069.499	633.477	1824.994	581.794	903.484	576.028	925.806	905.807	1992.854	831.055	1469.866	1316.371	1370.044	1065.035	765.312	845.329	751.080	824.007	842.761	897.964	1108.114	1374.427	2300.736	664.657	790.393	1257.095	1149.682	775.019	568.095	699.397	656.135	990.810	875.736	719.796	2121.033	1156.881	931.462	990.320	930.230	860.914	744.304	675.339	616.383	664.581	887.618	1112.312	753.436	1035.565	2704.645	601.793	1553.613	838.032	1300.667	725.640	2760.208	1166.397	1725.323	1552.974	1489.395	1238.170	973.775	2395.719	513.313	442.324	412.234	689.688	641.095	1143.776	905.203	674.738	576.745	1008.157	1167.011	901.605	668.866
506	883.290	688.007	601.852	1031.884	782.739	644.935	773.339	587.901	670.311	721.205	1905.329	674.252	1664.957	511.593	984.086	599.577	887.294	834.981	1630.922	710.974	1279.171	1273.285	1034.334	946.468	753.479	772.638	722.829	788.903	888.742	878.032	1201.707	1274.345	2413.933	723.765	706.553	1167.660	976.710	770.449	606.912	695.037	640.097	1020.668	1033.908	694.732	2066.968	910.323	853.898	990.812	830.138	696.014	814.153	686.178	571.204	663.792	813.137	1130.664	831.033	983.304	2820.843	578.938	1593.759	713.699	1204.565	645.081	2498.905	1168.257	1501.927	1423.935	1482.150	1385.535	923.619	2326.046	551.885	424.259	396.455	628.251	587.889	1012.964	1037.897	678.863	563.111	983.976	1159.926	1018.855	604.224
507	872.303	632.805	585.262	964.930	630.428	625.473	707.971	552.077	623.677	630.977	1637.639	580.503	1517.671	510.256	870.080	540.351	883.301	879.603	1504.362	698.613	1065.096	1204.968	1146.135	744.365	746.534	815.798	802.685	757.148	864.080	667.826	1184.233	1188.426	2417.803	624.242	707.447	1081.659	969.870	732.642	522.898	652.222	557.157	902.754	950.073	681.160	1767.265	809.878	843.015	949.107	755.143	747.487	856.663	791.648	579.746	590.111	849.453	1074.971	749.861	946.686	2715.261	616.935	1460.269	636.296	1176.898	789.625	2360.361	1069.435	1595.683	1243.367	1489.468	1157.344	815.006	2255.133	422.622	439.994	390.556	584.651	579.865	851.915	761.098	694.912	486.728	1047.481	1123.601	919.096	644.912
